entry_name	accession	gene_symbol	msa_file
PAX4_HUMAN	O43316	PAX4	PAX4_HUMAN_b01.a2m
PAX6_HUMAN	P26367	PAX6	PAX6_HUMAN_b03.a2m
PAX7_HUMAN	P23759	PAX7	PAX7_HUMAN_b03.a2m
PAX8_HUMAN	Q06710	PAX8	PAX8_HUMAN_b03.a2m
PAX9_HUMAN	P55771	PAX9	PAX9_HUMAN_b01.a2m
PBX1_HUMAN	P40424	PBX1	PBX1_HUMAN_b01.a2m
PCCA_HUMAN	P05165	PCCA	PCCA_HUMAN_b03.a2m
PCCB_HUMAN	P05166	PCCB	PCCB_HUMAN_b03.a2m
PCD15_HUMAN	Q96QU1	PCDH15	PCD15_HUMAN_b01.a2m
PCD19_HUMAN	Q8TAB3	PCDH19	PCD19_HUMAN_b03.a2m
PCFT_HUMAN	Q96NT5	SLC46A1	PCFT_HUMAN_b05.a2m
PCGF2_HUMAN	P35227	PCGF2	PCGF2_HUMAN_b03.a2m
PCKGC_HUMAN	P35558	PCK1	PCKGC_HUMAN_b01.a2m
PCKGM_HUMAN	Q16822	PCK2	PCKGM_HUMAN_b03.a2m
PCNA_HUMAN	P12004	PCNA	PCNA_HUMAN_b03.a2m
PCSK9_HUMAN	Q8NBP7	PCSK9	PCSK9_HUMAN_b03.a2m
PCY1A_HUMAN	P49585	PCYT1A	PCY1A_HUMAN_b03.a2m
PCY2_HUMAN	Q99447	PCYT2	PCY2_HUMAN_b01.a2m
PDC10_HUMAN	Q9BUL8	PDCD10	PDC10_HUMAN_b03.a2m
PDCD6_HUMAN	O75340	PDCD6	PDCD6_HUMAN_b03.a2m
PDE10_HUMAN	Q9Y233	PDE10A	PDE10_HUMAN_b03.a2m
PDE4D_HUMAN	Q08499	PDE4D	PDE4D_HUMAN_b03.a2m
PDE6A_HUMAN	P16499	PDE6A	PDE6A_HUMAN_b03.a2m
PDE6B_HUMAN	P35913	PDE6B	PDE6B_HUMAN_b03.a2m
PDE6C_HUMAN	P51160	PDE6C	PDE6C_HUMAN_b03.a2m
PDGFB_HUMAN	P01127	PDGFB	PDGFB_HUMAN_b01.a2m
PDIA1_HUMAN	P07237	P4HB	PDIA1_HUMAN_b03.a2m
PDIA3_HUMAN	P30101	PDIA3	PDIA3_HUMAN_b01.a2m
PDK3_HUMAN	Q15120	PDK3	PDK3_HUMAN_b03.a2m
PDLI3_HUMAN	Q53GG5	PDLIM3	PDLI3_HUMAN_b03.a2m
PDX1_HUMAN	P52945	PDX1	PDX1_HUMAN_b03.a2m
PDXK_HUMAN	O00764	PDXK	PDXK_HUMAN_b03.a2m
PDYN_HUMAN	P01213	PDYN	PDYN_HUMAN_b03.a2m
PDZD7_HUMAN	Q9H5P4	PDZD7	PDZD7_HUMAN_b03.a2m
PEDF_HUMAN	P36955	SERPINF1	PEDF_HUMAN_b03.a2m
PEN2_HUMAN	Q9NZ42	PSENEN	PEN2_HUMAN_b03.a2m
PEO1_HUMAN	Q96RR1	TWNK	PEO1_HUMAN_b01.a2m
PEPD_HUMAN	P12955	PEPD	PEPD_HUMAN_b03.a2m
PER3_HUMAN	P56645	PER3	PER3_HUMAN_b01.a2m
PERE_HUMAN	P11678	EPX	PERE_HUMAN_b03.a2m
PERF_HUMAN	P14222	PRF1	PERF_HUMAN_b03.a2m
PERI_HUMAN	P41219	PRPH	PERI_HUMAN_b03.a2m
PERM_HUMAN	P05164	MPO	PERM_HUMAN_b03.a2m
PERT_HUMAN	P07202	TPO	PERT_HUMAN_b03.a2m
PEX10_HUMAN	O60683	PEX10	PEX10_HUMAN_b03.a2m
PEX12_HUMAN	O00623	PEX12	PEX12_HUMAN_b03.a2m
PEX13_HUMAN	Q92968	PEX13	PEX13_HUMAN_b03.a2m
PEX14_HUMAN	O75381	PEX14	PEX14_HUMAN_b03.a2m
PEX16_HUMAN	Q9Y5Y5	PEX16	PEX16_HUMAN_b01.a2m
PEX19_HUMAN	P40855	PEX19	PEX19_HUMAN_b01.a2m
PEX1_HUMAN	O43933	PEX1	PEX1_HUMAN_b07.a2m
PEX26_HUMAN	Q7Z412	PEX26	PEX26_HUMAN_b01.a2m
PEX2_HUMAN	P28328	PEX2	PEX2_HUMAN_b03.a2m
PEX3_HUMAN	P56589	PEX3	PEX3_HUMAN_b01.a2m
PEX5_HUMAN	P50542	PEX5	PEX5_HUMAN_b03.a2m
PEX6_HUMAN	Q13608	PEX6	PEX6_HUMAN_b05.a2m
PF21A_HUMAN	Q96BD5	PHF21A	PF21A_HUMAN_b01.a2m
PFKAL_HUMAN	P17858	PFKL	PFKAL_HUMAN_b01.a2m
PFKAM_HUMAN	P08237	PFKM	PFKAM_HUMAN_b03.a2m
PGAM2_HUMAN	P15259	PGAM2	PGAM2_HUMAN_b03.a2m
PGAP1_HUMAN	Q75T13	PGAP1	PGAP1_HUMAN_b01.a2m
PGAP2_HUMAN	Q9UHJ9	PGAP2	PGAP2_HUMAN_b03.a2m
PGAP3_HUMAN	Q96FM1	PGAP3	PGAP3_HUMAN_b03.a2m
PGCA_HUMAN	P16112	ACAN	PGCA_HUMAN_b10.a2m
PGFRB_HUMAN	P09619	PDGFRB	PGFRB_HUMAN_b10.a2m
PGFRL_HUMAN	Q15198	PDGFRL	PGFRL_HUMAN_b03.a2m
PGK1_HUMAN	P00558	PGK1	PGK1_HUMAN_b03.a2m
PGLT1_HUMAN	Q8NBL1	POGLUT1	PGLT1_HUMAN_b01.a2m
PGM1_HUMAN	P36871	PGM1	PGM1_HUMAN_b03.a2m
PGS1_HUMAN	P21810	BGN	PGS1_HUMAN_b03.a2m
PH4H_HUMAN	P00439	PAH	PH4H_HUMAN_b01.a2m
PHEX_HUMAN	P78562	PHEX	PHEX_HUMAN_b01.a2m
PHF6_HUMAN	Q8IWS0	PHF6	PHF6_HUMAN_b01.a2m
PHKG2_HUMAN	P15735	PHKG2	PHKG2_HUMAN_b07.a2m
PHS_HUMAN	P61457	PCBD1	PHS_HUMAN_b03.a2m
PHX2A_HUMAN	O14813	PHOX2A	PHX2A_HUMAN_b03.a2m
PHX2B_HUMAN	Q99453	PHOX2B	PHX2B_HUMAN_b03.a2m
PI3R5_HUMAN	Q8WYR1	PIK3R5	PI3R5_HUMAN_b01.a2m
PI51C_HUMAN	O60331	PIP5K1C	PI51C_HUMAN_b01.a2m
PIAS1_HUMAN	O75925	PIAS1	PIAS1_HUMAN_b03.a2m
PIBF1_HUMAN	Q8WXW3	PIBF1	PIBF1_HUMAN_b03.a2m
PIEZ1_HUMAN	Q92508	PIEZO1	PIEZ1_HUMAN_b01.a2m
PIEZ2_HUMAN	Q9H5I5	PIEZO2	PIEZ2_HUMAN_b07.a2m
PIGA_HUMAN	P37287	PIGA	PIGA_HUMAN_b05.a2m
PIGB_HUMAN	Q92521	PIGB	PIGB_HUMAN_b03.a2m
PIGC_HUMAN	Q92535	PIGC	PIGC_HUMAN_b01.a2m
PIGG_HUMAN	Q5H8A4	PIGG	PIGG_HUMAN_b03.a2m
PIGH_HUMAN	Q14442	PIGH	PIGH_HUMAN_b01.a2m
PIGL_HUMAN	Q9Y2B2	PIGL	PIGL_HUMAN_b03.a2m
PIGM_HUMAN	Q9H3S5	PIGM	PIGM_HUMAN_b03.a2m
PIGN_HUMAN	O95427	PIGN	PIGN_HUMAN_b03.a2m
PIGO_HUMAN	Q8TEQ8	PIGO	PIGO_HUMAN_b03.a2m
PIGP_HUMAN	P57054	PIGP	PIGP_HUMAN_b03.a2m
PIGS_HUMAN	Q96S52	PIGS	PIGS_HUMAN_b03.a2m
PIGT_HUMAN	Q969N2	PIGT	PIGT_HUMAN_b01.a2m
PIGU_HUMAN	Q9H490	PIGU	PIGU_HUMAN_b01.a2m
PIGV_HUMAN	Q9NUD9	PIGV	PIGV_HUMAN_b03.a2m
PIGW_HUMAN	Q7Z7B1	PIGW	PIGW_HUMAN_b01.a2m
PINK1_HUMAN	Q9BXM7	PINK1	PINK1_HUMAN_b07.a2m
PISD_HUMAN	Q9UG56	PISD	PISD_HUMAN_b01.a2m
PIT1_HUMAN	P28069	POU1F1	PIT1_HUMAN_b03.a2m
PITM3_HUMAN	Q9BZ71	PITPNM3	PITM3_HUMAN_b01.a2m
PITX1_HUMAN	P78337	PITX1	PITX1_HUMAN_b03.a2m
PITX2_HUMAN	Q99697	PITX2	PITX2_HUMAN_b07.a2m
PJVK_HUMAN	Q0ZLH3	PJVK	PJVK_HUMAN_b01.a2m
PK1L1_HUMAN	Q8TDX9	PKD1L1	PK1L1_HUMAN_b03.a2m
PK3CA_HUMAN	P42336	PIK3CA	PK3CA_HUMAN_b07.a2m
PK3CD_HUMAN	O00329	PIK3CD	PK3CD_HUMAN_b10.a2m
PKD1_HUMAN	P98161	PKD1	PKD1_HUMAN_b01.a2m
PKD2_HUMAN	Q13563	PKD2	PKD2_HUMAN_b01.a2m
PKHD1_HUMAN	P08F94	PKHD1	PKHD1_HUMAN_b01.a2m
PKHG5_HUMAN	O94827	PLEKHG5	PKHG5_HUMAN_b03.a2m
PKP1_HUMAN	Q13835	PKP1	PKP1_HUMAN_b01.a2m
PKP2_HUMAN	Q99959	PKP2	PKP2_HUMAN_b01.a2m
PKR2_HUMAN	Q8NFJ6	PROKR2	PKR2_HUMAN_b07.a2m
PLAK_HUMAN	P14923	JUP	PLAK_HUMAN_b01.a2m
PLAP_HUMAN	Q9Y263	PLAA	PLAP_HUMAN_b03.a2m
PLCB1_HUMAN	Q9NQ66	PLCB1	PLCB1_HUMAN_b07.a2m
PLCB4_HUMAN	Q15147	PLCB4	PLCB4_HUMAN_b07.a2m
PLCB_HUMAN	O15120	AGPAT2	PLCB_HUMAN_b01.a2m
PLCD1_HUMAN	P51178	PLCD1	PLCD1_HUMAN_b03.a2m
PLCE1_HUMAN	Q9P212	PLCE1	PLCE1_HUMAN_b01.a2m
PLCZ1_HUMAN	Q86YW0	PLCZ1	PLCZ1_HUMAN_b01.a2m
PLD1_HUMAN	Q13393	PLD1	PLD1_HUMAN_b10.a2m
PLEC_HUMAN	Q15149	PLEC	PLEC_HUMAN_b03.a2m
PLIN1_HUMAN	O60240	PLIN1	PLIN1_HUMAN_b01.a2m
PLMN_HUMAN	P00747	PLG	PLMN_HUMAN_b03.a2m
PLOD1_HUMAN	Q02809	PLOD1	PLOD1_HUMAN_b01.a2m
PLOD2_HUMAN	O00469	PLOD2	PLOD2_HUMAN_b01.a2m
PLOD3_HUMAN	O60568	PLOD3	PLOD3_HUMAN_b01.a2m
PLPHP_HUMAN	O94903	PLPBP	PLPHP_HUMAN_b03.a2m
PLPL2_HUMAN	Q96AD5	PNPLA2	PLPL2_HUMAN_b01.a2m
PLPL6_HUMAN	Q8IY17	PNPLA6	PLPL6_HUMAN_b01.a2m
PLPL9_HUMAN	O60733	PLA2G6	PLPL9_HUMAN_b03.a2m
PLSI_HUMAN	Q14651	PLS1	PLSI_HUMAN_b01.a2m
PLVAP_HUMAN	Q9BX97	PLVAP	PLVAP_HUMAN_b01.a2m
PLXA2_HUMAN	O75051	PLXNA2	PLXA2_HUMAN_b01.a2m
PMEPA_HUMAN	Q969W9	PMEPA1	PMEPA_HUMAN_b01.a2m
PMGE_HUMAN	P07738	BPGM	PMGE_HUMAN_b03.a2m
PMGT1_HUMAN	Q8WZA1	POMGNT1	PMGT1_HUMAN_b01.a2m
PMGT2_HUMAN	Q8NAT1	POMGNT2	PMGT2_HUMAN_b01.a2m
PMM2_HUMAN	O15305	PMM2	PMM2_HUMAN_b03.a2m
PMP22_HUMAN	Q01453	PMP22	PMP22_HUMAN_b03.a2m
PMS2_HUMAN	P54278	PMS2	PMS2_HUMAN_b05.a2m
PNKD_HUMAN	Q8N490	PNKD	PNKD_HUMAN_b03.a2m
PNKP_HUMAN	Q96T60	PNKP	PNKP_HUMAN_b01.a2m
PNPH_HUMAN	P00491	PNP	PNPH_HUMAN_b03.a2m
PNPO_HUMAN	Q9NVS9	PNPO	PNPO_HUMAN_b03.a2m
PNPT1_HUMAN	Q8TCS8	PNPT1	PNPT1_HUMAN_b01.a2m
PO3F4_HUMAN	P49335	POU3F4	PO3F4_HUMAN_b03.a2m
PO4F3_HUMAN	Q15319	POU4F3	PO4F3_HUMAN_b03.a2m
PO6F2_HUMAN	P78424	POU6F2	PO6F2_HUMAN_b03.a2m
POC1A_HUMAN	Q8NBT0	POC1A	POC1A_HUMAN_b05.a2m
POC1B_HUMAN	Q8TC44	POC1B	POC1B_HUMAN_b07.a2m
PODO_HUMAN	Q9NP85	NPHS2	PODO_HUMAN_b01.a2m
POF1B_HUMAN	Q8WVV4	POF1B	POF1B_HUMAN_b03.a2m
POGZ_HUMAN	Q7Z3K3	POGZ	POGZ_HUMAN_b05.a2m
POLK_HUMAN	Q9UBT6	POLK	POLK_HUMAN_b03.a2m
POMT1_HUMAN	Q9Y6A1	POMT1	POMT1_HUMAN_b01.a2m
POMT2_HUMAN	Q9UKY4	POMT2	POMT2_HUMAN_b03.a2m
POPD1_HUMAN	Q8NE79	BVES	POPD1_HUMAN_b03.a2m
POPD3_HUMAN	Q9HBV1	POPDC3	POPD3_HUMAN_b03.a2m
PORCN_HUMAN	Q9H237	PORCN	PORCN_HUMAN_b03.a2m
PORED_HUMAN	Q9H8P0	SRD5A3	PORED_HUMAN_b01.a2m
POTE1_HUMAN	Q9NUX5	POT1	POTE1_HUMAN_b03.a2m
PP1B_HUMAN	P62140	PPP1CB	PP1B_HUMAN_b03.a2m
PP2AA_HUMAN	P67775	PPP2CA	PP2AA_HUMAN_b03.a2m
PP2BA_HUMAN	Q08209	PPP3CA	PP2BA_HUMAN_b03.a2m
PPA5_HUMAN	P13686	ACP5	PPA5_HUMAN_b03.a2m
PPA6_HUMAN	Q9NPH0	ACP6	PPA6_HUMAN_b03.a2m
PPARG_HUMAN	P37231	PPARG	PPARG_HUMAN_b03.a2m
PPAT_HUMAN	Q9BZG2	ACP4	PPAT_HUMAN_b03.a2m
PPBT_HUMAN	P05186	ALPL	PPBT_HUMAN_b03.a2m
PPCEL_HUMAN	Q4J6C6	PREPL	PPCEL_HUMAN_b03.a2m
PPCS_HUMAN	Q9HAB8	PPCS	PPCS_HUMAN_b03.a2m
PPGB_HUMAN	P10619	CTSA	PPGB_HUMAN_b03.a2m
PPIB_HUMAN	P23284	PPIB	PPIB_HUMAN_b01.a2m
PPIP1_HUMAN	O43586	PSTPIP1	PPIP1_HUMAN_b03.a2m
PPLA_HUMAN	P26678	PLN	PPLA_HUMAN_b01.a2m
PPOX_HUMAN	P50336	PPOX	PPOX_HUMAN_b03.a2m
PPP6_HUMAN	O00743	PPP6C	PPP6_HUMAN_b03.a2m
PPT1_HUMAN	P50897	PPT1	PPT1_HUMAN_b03.a2m
PQBP1_HUMAN	O60828	PQBP1	PQBP1_HUMAN_b03.a2m
PR15B_HUMAN	Q5SWA1	PPP1R15B	PR15B_HUMAN_b01.a2m
PRAX_HUMAN	Q9BXM0	PRX	PRAX_HUMAN_b03.a2m
PRB3_HUMAN	Q04118	PRB3	PRB3_HUMAN_b03.a2m
PRCD_HUMAN	Q00LT1	PRCD	PRCD_HUMAN_b01.a2m
PRD12_HUMAN	Q9H4Q4	PRDM12	PRD12_HUMAN_b03.a2m
PRDM8_HUMAN	Q9NQV8	PRDM8	PRDM8_HUMAN_b03.a2m
PREX2_HUMAN	Q70Z35	PREX2	PREX2_HUMAN_b03.a2m
PRIC1_HUMAN	Q96MT3	PRICKLE1	PRIC1_HUMAN_b05.a2m
PRIC2_HUMAN	Q7Z3G6	PRICKLE2	PRIC2_HUMAN_b01.a2m
PRIO_HUMAN	P04156	PRNP	PRIO_HUMAN_b05.a2m
PRIPO_HUMAN	Q96LW4	PRIMPOL	PRIPO_HUMAN_b03.a2m
PRKDC_HUMAN	P78527	PRKDC	PRKDC_HUMAN_b01.a2m
PRKN_HUMAN	O60260	PRKN	PRKN_HUMAN_b03.a2m
PRKRA_HUMAN	O75569	PRKRA	PRKRA_HUMAN_b03.a2m
PRLR_HUMAN	P16471	PRLR	PRLR_HUMAN_b01.a2m
PROC_HUMAN	P04070	PROC	PROC_HUMAN_b03.a2m
PROD_HUMAN	O43272	PRODH	PROD_HUMAN_b03.a2m
PROF1_HUMAN	P07737	PFN1	PROF1_HUMAN_b03.a2m
PROK2_HUMAN	Q9HC23	PROK2	PROK2_HUMAN_b01.a2m
PROM1_HUMAN	O43490	PROM1	PROM1_HUMAN_b01.a2m
PROP1_HUMAN	O75360	PROP1	PROP1_HUMAN_b03.a2m
PROP_HUMAN	P27918	CFP	PROP_HUMAN_b03.a2m
PROS_HUMAN	P07225	PROS1	PROS_HUMAN_b03.a2m
PRP16_HUMAN	Q92620	DHX38	PRP16_HUMAN_b10.a2m
PRP31_HUMAN	Q8WWY3	PRPF31	PRP31_HUMAN_b03.a2m
PRP6_HUMAN	O94906	PRPF6	PRP6_HUMAN_b01.a2m
PRP8_HUMAN	Q6P2Q9	PRPF8	PRP8_HUMAN_b01.a2m
PRPF3_HUMAN	O43395	PRPF3	PRPF3_HUMAN_b03.a2m
PRPH2_HUMAN	P23942	PRPH2	PRPH2_HUMAN_b03.a2m
PRPK_HUMAN	Q96S44	TP53RK	PRPK_HUMAN_b03.a2m
PRPS1_HUMAN	P60891	PRPS1	PRPS1_HUMAN_b03.a2m
PRRT2_HUMAN	Q7Z6L0	PRRT2	PRRT2_HUMAN_b01.a2m
PRRX1_HUMAN	P54821	PRRX1	PRRX1_HUMAN_b01.a2m
PRS23_HUMAN	O95084	PRSS23	PRS23_HUMAN_b03.a2m
PRUN1_HUMAN	Q86TP1	PRUNE1	PRUN1_HUMAN_b01.a2m
PSB8_HUMAN	P28062	PSMB8	PSB8_HUMAN_b03.a2m
PSB9_HUMAN	P28065	PSMB9	PSB9_HUMAN_b03.a2m
PSF1_HUMAN	Q14691	GINS1	PSF1_HUMAN_b03.a2m
PSN1_HUMAN	P49768	PSEN1	PSN1_HUMAN_b01.a2m
PSN2_HUMAN	P49810	PSEN2	PSN2_HUMAN_b10.a2m
PSPB_HUMAN	P07988	SFTPB	PSPB_HUMAN_b01.a2m
PSPC_HUMAN	P11686	SFTPC	PSPC_HUMAN_b01.a2m
PT100_HUMAN	P0DJ07	PET100	PT100_HUMAN_b03.a2m
PTC1_HUMAN	Q13635	PTCH1	PTC1_HUMAN_b01.a2m
PTEN_HUMAN	P60484	PTEN	PTEN_HUMAN_b10.a2m
PTF1A_HUMAN	Q7RTS3	PTF1A	PTF1A_HUMAN_b03.a2m
PTGIS_HUMAN	Q16647	PTGIS	PTGIS_HUMAN_b03.a2m
PTH1R_HUMAN	Q03431	PTH1R	PTH1R_HUMAN_b03.a2m
PTH2R_HUMAN	P49190	PTH2R	PTH2R_HUMAN_b03.a2m
PTH2_HUMAN	Q9Y3E5	PTRH2	PTH2_HUMAN_b01.a2m
PTHB1_HUMAN	Q3SYG4	BBS9	PTHB1_HUMAN_b01.a2m
PTHD1_HUMAN	Q96NR3	PTCHD1	PTHD1_HUMAN_b03.a2m
PTHR_HUMAN	P12272	PTHLH	PTHR_HUMAN_b03.a2m
PTHY_HUMAN	P01270	PTH	PTHY_HUMAN_b03.a2m
PTN11_HUMAN	Q06124	PTPN11	PTN11_HUMAN_b01.a2m
PTPRT_HUMAN	O14522	PTPRT	PTPRT_HUMAN_b05.a2m
PTPS_HUMAN	Q03393	PTS	PTPS_HUMAN_b01.a2m
PTSS1_HUMAN	P48651	PTDSS1	PTSS1_HUMAN_b03.a2m
PUF60_HUMAN	Q9UHX1	PUF60	PUF60_HUMAN_b03.a2m
PUR8_HUMAN	P30566	ADSL	PUR8_HUMAN_b03.a2m
PUR9_HUMAN	P31939	ATIC	PUR9_HUMAN_b01.a2m
PURA1_HUMAN	Q8N142	ADSS1	PURA1_HUMAN_b01.a2m
PURA_HUMAN	Q00577	PURA	PURA_HUMAN_b03.a2m
PUS3_HUMAN	Q9BZE2	PUS3	PUS3_HUMAN_b01.a2m
PUS7_HUMAN	Q96PZ0	PUS7	PUS7_HUMAN_b01.a2m
PXDN_HUMAN	Q92626	PXDN	PXDN_HUMAN_b01.a2m
PXMP2_HUMAN	Q9NR77	PXMP2	PXMP2_HUMAN_b03.a2m
PYC_HUMAN	P11498	PC	PYC_HUMAN_b05.a2m
PYDC1_HUMAN	Q8WXC3	PYDC1	PYDC1_HUMAN_b03.a2m
PYGB_HUMAN	P11216	PYGB	PYGB_HUMAN_b03.a2m
PYGL_HUMAN	P06737	PYGL	PYGL_HUMAN_b03.a2m
PYGM_HUMAN	P11217	PYGM	PYGM_HUMAN_b01.a2m
PYR1_HUMAN	P27708	CAD	PYR1_HUMAN_b03.a2m
PYRD1_HUMAN	Q8WU10	PYROXD1	PYRD1_HUMAN_b03.a2m
PYRD_HUMAN	Q02127	DHODH	PYRD_HUMAN_b01.a2m
PZRN3_HUMAN	Q9UPQ7	PDZRN3	PZRN3_HUMAN_b01.a2m
P_HUMAN	Q04671	OCA2	P_HUMAN_b03.a2m
QCR1_HUMAN	P31930	UQCRC1	QCR1_HUMAN_b03.a2m
QCR2_HUMAN	P22695	UQCRC2	QCR2_HUMAN_b07.a2m
QCR7_HUMAN	P14927	UQCRB	QCR7_HUMAN_b03.a2m
QCR8_HUMAN	O14949	UQCRQ	QCR8_HUMAN_b03.a2m
R113A_HUMAN	O15541	RNF113A	R113A_HUMAN_b01.a2m
RA51B_HUMAN	O15315	RAD51B	RA51B_HUMAN_b03.a2m
RA51C_HUMAN	O43502	RAD51C	RA51C_HUMAN_b03.a2m
RA51D_HUMAN	O75771	RAD51D	RA51D_HUMAN_b03.a2m
RAB18_HUMAN	Q9NP72	RAB18	RAB18_HUMAN_b03.a2m
RAB23_HUMAN	Q9ULC3	RAB23	RAB23_HUMAN_b03.a2m
RAB7A_HUMAN	P51149	RAB7A	RAB7A_HUMAN_b03.a2m
RAB9B_HUMAN	Q9NP90	RAB9B	RAB9B_HUMAN_b03.a2m
RAC1_HUMAN	P63000	RAC1	RAC1_HUMAN_b03.a2m
RAC2_HUMAN	P15153	RAC2	RAC2_HUMAN_b03.a2m
RAC3_HUMAN	P60763	RAC3	RAC3_HUMAN_b03.a2m
RAD21_HUMAN	O60216	RAD21	RAD21_HUMAN_b01.a2m
RAD50_HUMAN	Q92878	RAD50	RAD50_HUMAN_b03.a2m
RAD51_HUMAN	Q06609	RAD51	RAD51_HUMAN_b03.a2m
RAD9B_HUMAN	Q6WBX8	RAD9B	RAD9B_HUMAN_b01.a2m
RAE1_HUMAN	P24386	CHM	RAE1_HUMAN_b03.a2m
RAF1_HUMAN	P04049	RAF1	RAF1_HUMAN_b05.a2m
RAG1_HUMAN	P15918	RAG1	RAG1_HUMAN_b03.a2m
RAG2_HUMAN	P55895	RAG2	RAG2_HUMAN_b03.a2m
RAGE_HUMAN	Q15109	AGER	RAGE_HUMAN_b03.a2m
RAI1_HUMAN	Q7Z5J4	RAI1	RAI1_HUMAN_b01.a2m
RALA_HUMAN	P11233	RALA	RALA_HUMAN_b03.a2m
RAPSN_HUMAN	Q13702	RAPSN	RAPSN_HUMAN_b03.a2m
RARB_HUMAN	P10826	RARB	RARB_HUMAN_b01.a2m
RASA2_HUMAN	Q15283	RASA2	RASA2_HUMAN_b01.a2m
RASA3_HUMAN	Q14644	RASA3	RASA3_HUMAN_b01.a2m
RASH_HUMAN	P01112	HRAS	RASH_HUMAN_b03.a2m
RASK_HUMAN	P01116	KRAS	RASK_HUMAN_b03.a2m
RASL1_HUMAN	O95294	RASAL1	RASL1_HUMAN_b01.a2m
RASM_HUMAN	O14807	MRAS	RASM_HUMAN_b03.a2m
RASN_HUMAN	P01111	NRAS	RASN_HUMAN_b03.a2m
RAX2_HUMAN	Q96IS3	RAX2	RAX2_HUMAN_b03.a2m
RB11B_HUMAN	Q15907	RAB11B	RB11B_HUMAN_b03.a2m
RB27A_HUMAN	P51159	RAB27A	RB27A_HUMAN_b03.a2m
RB33B_HUMAN	Q9H082	RAB33B	RB33B_HUMAN_b03.a2m
RB39B_HUMAN	Q96DA2	RAB39B	RB39B_HUMAN_b03.a2m
RB3GP_HUMAN	Q15042	RAB3GAP1	RB3GP_HUMAN_b01.a2m
RBGPR_HUMAN	Q9H2M9	RAB3GAP2	RBGPR_HUMAN_b01.a2m
RBM10_HUMAN	P98175	RBM10	RBM10_HUMAN_b05.a2m
RBM20_HUMAN	Q5T481	RBM20	RBM20_HUMAN_b01.a2m
RBM48_HUMAN	Q5RL73	RBM48	RBM48_HUMAN_b03.a2m
RBP2_HUMAN	P49792	RANBP2	RBP2_HUMAN_b03.a2m
RBX2_HUMAN	Q9UBF6	RNF7	RBX2_HUMAN_b03.a2m
RB_HUMAN	P06400	RB1	RB_HUMAN_b01.a2m
RCBT1_HUMAN	Q8NDN9	RCBTB1	RCBT1_HUMAN_b03.a2m
RD3_HUMAN	Q7Z3Z2	RD3	RD3_HUMAN_b01.a2m
RDH12_HUMAN	Q96NR8	RDH12	RDH12_HUMAN_b07.a2m
RDH5_HUMAN	Q92781	RDH5	RDH5_HUMAN_b07.a2m
REC8_HUMAN	O95072	REC8	REC8_HUMAN_b01.a2m
RECQ1_HUMAN	P46063	RECQL	RECQ1_HUMAN_b03.a2m
RECQ4_HUMAN	O94761	RECQL4	RECQ4_HUMAN_b07.a2m
RED1_HUMAN	P78563	ADARB1	RED1_HUMAN_b03.a2m
REEP1_HUMAN	Q9H902	REEP1	REEP1_HUMAN_b03.a2m
REEP6_HUMAN	Q96HR9	REEP6	REEP6_HUMAN_b03.a2m
RELN_HUMAN	P78509	RELN	RELN_HUMAN_b01.a2m
REN3B_HUMAN	Q9BZI7	UPF3B	REN3B_HUMAN_b03.a2m
RENI_HUMAN	P00797	REN	RENI_HUMAN_b03.a2m
RENR_HUMAN	O75787	ATP6AP2	RENR_HUMAN_b01.a2m
RENT1_HUMAN	Q92900	UPF1	RENT1_HUMAN_b05.a2m
REPS1_HUMAN	Q96D71	REPS1	REPS1_HUMAN_b03.a2m
RERE_HUMAN	Q9P2R6	RERE	RERE_HUMAN_b05.a2m
RET3_HUMAN	P10745	RBP3	RET3_HUMAN_b07.a2m
RET4_HUMAN	P02753	RBP4	RET4_HUMAN_b01.a2m
RETR1_HUMAN	Q9H6L5	RETREG1	RETR1_HUMAN_b01.a2m
RET_HUMAN	P07949	RET	RET_HUMAN_b05.a2m
REV3L_HUMAN	O60673	REV3L	REV3L_HUMAN_b01.a2m
RFOX1_HUMAN	Q9NWB1	RBFOX1	RFOX1_HUMAN_b03.a2m
RFOX3_HUMAN	A6NFN3	RBFOX3	RFOX3_HUMAN_b03.a2m
RFT1_HUMAN	Q96AA3	RFT1	RFT1_HUMAN_b01.a2m
RFX6_HUMAN	Q8HWS3	RFX6	RFX6_HUMAN_b03.a2m
RFXAP_HUMAN	O00287	RFXAP	RFXAP_HUMAN_b01.a2m
RFXK_HUMAN	O14593	RFXANK	RFXK_HUMAN_b05.a2m
RGMC_HUMAN	Q6ZVN8	HJV	RGMC_HUMAN_b01.a2m
RGPA1_HUMAN	Q6GYQ0	RALGAPA1	RGPA1_HUMAN_b03.a2m
RGS9_HUMAN	O75916	RGS9	RGS9_HUMAN_b01.a2m
RHAG_HUMAN	Q02094	RHAG	RHAG_HUMAN_b01.a2m
RHBT2_HUMAN	Q9BYZ6	RHOBTB2	RHBT2_HUMAN_b03.a2m
RHD_HUMAN	Q02161	RHD	RHD_HUMAN_b01.a2m
RHEB_HUMAN	Q15382	RHEB	RHEB_HUMAN_b03.a2m
RHG21_HUMAN	Q5T5U3	ARHGAP21	RHG21_HUMAN_b01.a2m
RHOA_HUMAN	P61586	RHOA	RHOA_HUMAN_b03.a2m
RING2_HUMAN	Q99496	RNF2	RING2_HUMAN_b03.a2m
